"SUBJECT","NUMBER","INSTRUCTOR","AP","A","AM","BP","B","BM","CP","C","CM","DP","D","DM","F","P","N","OTHER","W","TOT_NON_W"
"J","408.0","Milbourn, Mark Todd","0.0","2.0","7.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0"
"J","408.0","Morrison, Deborah Kauffroth","11.0","61.0","41.0","12.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","129.0"
"J","408.0","Park, Sung Jin","0.0","4.0","8.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","14.0"
"J","408.0","Radcliffe, Damian John","0.0","4.0","15.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","25.0"
"J","408.0","Rickert, Robert Allen","8.0","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0"
"J","408.0","Rossetti, Denise Charlotte","0.0","17.0","1.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","24.0"
"J","408.0","Shontz, Lori Marie","0.0","14.0","9.0","1.0","3.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","28.0"
"J","408.0","Wan, Bonnie Hsueh-Hsun","0.0","10.0","5.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0"
"J","410.0","Anderson, Shannon Matthew","1.0","19.0","14.0","8.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","46.0"
"J","410.0","Asbury, Steven Bradford","0.0","0.0","7.0","3.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.0"
"J","410.0","Brett, Kevin Myers","0.0","5.0","2.0","1.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","410.0","Dahmen, Nicole Elise Smith","0.0","3.0","3.0","6.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","17.0"
"J","410.0","Kjellstrand, Torsten Clifford","0.0","3.0","6.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","410.0","Kuttis, Kathryn Aileen","0.0","3.0","23.0","12.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","44.0"
"J","410.0","Madison, Eddie Lawrence","0.0","8.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0"
"J","410.0","Martinez, Gabriela ","3.0","11.0","7.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0"
"J","410.0","Morrison, Deborah Kauffroth","6.0","2.0","7.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","17.0"
"J","410.0","Parker, Margaret Penniman","0.0","11.0","9.0","2.0","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","32.0"
"J","410.0","Remund, David Lee","2.0","5.0","14.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","24.0"
"J","410.0","Sheehan, Kim Bartel","2.0","7.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0"
"J","412.0","Alilunas, Peter Kenneth","1.0","41.0","32.0","15.0","14.0","5.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","113.0"
"J","412.0","Bassett, Carol Ann","1.0","25.0","9.0","8.0","33.0","6.0","7.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","95.0"
"J","412.0","Birkinbine, Benjamin John","0.0","1.0","7.0","5.0","6.0","4.0","2.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","31.0"
"J","412.0","Bybee, Carl ","48.0","86.0","73.0","68.0","74.0","32.0","11.0","4.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","9.0","399.0"
"J","412.0","Chansiri, Karikarn ","5.0","6.0","13.0","8.0","11.0","11.0","6.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","64.0"
"J","412.0","Curtin, Patricia Ann","0.0","14.0","4.0","5.0","10.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0"
"J","412.0","Del Rosso, Teressa Leigh","12.0","20.0","14.0","12.0","3.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","63.0"
"J","412.0","Erickson, Mary Paulette Adeline","7.0","57.0","66.0","90.0","79.0","40.0","31.0","25.0","7.0","3.0","2.0","3.0","4.0","0.0","0.0","0.0","9.0","414.0"
"J","412.0","Greene, Carlnita Peterson","5.0","30.0","68.0","55.0","50.0","27.0","15.0","12.0","6.0","1.0","1.0","0.0","11.0","0.0","0.0","0.0","11.0","281.0"
"J","412.0","Hanna, Erin Melissa","22.0","92.0","113.0","143.0","167.0","99.0","58.0","50.0","11.0","7.0","5.0","4.0","16.0","0.0","0.0","0.0","18.0","787.0"
"J","412.0","Honda, Laurie Phillips","1.0","7.0","12.0","8.0","5.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","47.0"
"J","412.0","Jasheway, Leigh Anne","38.0","207.0","235.0","123.0","38.0","20.0","4.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","668.0"
"J","412.0","Lewis, Seth Corwin","0.0","51.0","29.0","13.0","12.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","113.0"
"J","412.0","Matthews, Kelli Irene","3.0","23.0","40.0","20.0","30.0","7.0","2.0","6.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","133.0"
"J","412.0","Merskin, Debra ","0.0","52.0","17.0","19.0","169.0","14.0","11.0","34.0","2.0","0.0","8.0","0.0","3.0","0.0","0.0","0.0","8.0","329.0"
"J","412.0","Miller, Daniel Lee","2.0","6.0","7.0","4.0","9.0","7.0","3.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0","40.0"
"J","412.0","Mundy, Dean Edward","0.0","8.0","10.0","7.0","9.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","39.0"
"J","412.0","Ok, HyeRyoung ","0.0","10.0","17.0","13.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","43.0"
"J","412.0","Ostrove, Geoffrey Benjamin","0.0","7.0","22.0","21.0","41.0","9.0","3.0","2.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","110.0"
"J","412.0","Roman, Zachary Arthur","0.0","13.0","6.0","7.0","4.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0"
"J","412.0","Ryan, William E","3.0","22.0","7.0","6.0","16.0","4.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","64.0"
"J","412.0","Schwartz, Jennifer Trinneer","0.0","1.0","19.0","12.0","5.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.0"
"J","412.0","Sen, Biswarup ","0.0","68.0","101.0","89.0","15.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","278.0"
"J","412.0","Shafer, Autumn Starr","2.0","9.0","3.0","6.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","24.0"
"J","412.0","Soderlund, Gretchen ","16.0","40.0","22.0","19.0","18.0","6.0","4.0","1.0","1.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","2.0","131.0"
"J","412.0","Steinhart, Daniel ","0.0","122.0","161.0","103.0","66.0","25.0","7.0","5.0","2.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","5.0","494.0"
"J","412.0","Swartz, Jeremy David","2.0","35.0","71.0","51.0","31.0","15.0","6.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","216.0"
"J","412.0","Tucker, Staci Renee","16.0","22.0","13.0","5.0","3.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","65.0"
"J","412.0","Wasko, Janet ","0.0","29.0","51.0","53.0","45.0","18.0","9.0","3.0","3.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","213.0"
"J","412.0","Youm, Kyuho ","2.0","2.0","4.0","5.0","9.0","13.0","2.0","10.0","2.0","2.0","1.0","1.0","3.0","0.0","0.0","0.0","2.0","56.0"
"J","413.0","Bybee, Carl ","12.0","23.0","8.0","2.0","5.0","1.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","60.0"
"J","416.0","Abdenour, Jesse ","0.0","6.0","5.0","7.0","8.0","4.0","1.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","36.0"
"J","416.0","Miller, Daniel Lee","3.0","11.0","5.0","10.0","10.0","3.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","48.0"
"J","421.0","Abdenour, Jesse ","0.0","5.0","7.0","4.0","8.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0"
"J","421.0","Palfreman, Jonathan C","3.0","6.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"J","432.0","Abdenour, Jesse ","0.0","0.0","6.0","4.0","7.0","6.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","30.0"
"J","432.0","Madison, Eddie Lawrence","0.0","20.0","15.0","4.0","7.0","1.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","51.0"
"J","432.0","McMichaels, Robert Edward","0.0","4.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0"
"J","434.0","Force, Rebecca ","9.0","20.0","17.0","8.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0"
"J","436.0","Asbury, Steven Bradford","0.0","21.0","55.0","47.0","23.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","4.0","155.0"
"J","440.0","Harwood, Joseph Donald","1.0","18.0","12.0","16.0","11.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0"
"J","440.0","Kevrekian, Kathleen J","0.0","14.0","10.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0"
"J","440.0","Mitchell, John Charles","0.0","1.0","6.0","11.0","11.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0"
"J","440.0","Robertson, Lance Ford","0.0","4.0","6.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"J","443.0","Chavez, Christopher Anthony","0.0","7.0","13.0","10.0","9.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0"
"J","443.0","Koranda, David Edward","0.0","47.0","83.0","41.0","24.0","4.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","203.0"
"J","443.0","Ofori-Parku, Sylvester Justice Senyo","2.0","12.0","9.0","6.0","3.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","34.0"
"J","443.0","Shoenberger, Heather Rae","8.0","24.0","6.0","3.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","47.0"
"J","444.0","Chavez, Christopher Anthony","0.0","39.0","83.0","97.0","68.0","19.0","1.0","4.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0","313.0"
"J","444.0","Gorham, Suzanne Michelle","1.0","18.0","18.0","3.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","44.0"
"J","444.0","Koranda, David Edward","0.0","7.0","11.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0"
"J","448.0","Anderson, Shannon Matthew","0.0","9.0","6.0","9.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0"
"J","448.0","Gangadharbatla, Harshavardhan S","0.0","9.0","11.0","1.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0"
"J","448.0","Koranda, David Edward","0.0","68.0","43.0","27.0","22.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","162.0"
"J","448.0","McDonnell, Thomas Edward","5.0","55.0","33.0","39.0","69.0","23.0","24.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","283.0"
"J","448.0","Morrison, Deborah Kauffroth","9.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0"
"J","448.0","Stadler, Christopher James","51.0","117.0","88.0","41.0","39.0","11.0","3.0","4.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","355.0"
"J","448.0","Swangard, Paul Michael","0.0","105.0","130.0","40.0","46.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","333.0"
"J","449.0","Koranda, David Edward","13.0","28.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.0"
"J","452.0","Ames Dionisio, Wendy Marie","3.0","49.0","53.0","13.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","125.0"
"J","452.0","Brett, Kevin Myers","0.0","12.0","6.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0"
"J","452.0","Chandler, Constance Suzanne","0.0","30.0","48.0","41.0","24.0","12.0","6.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","164.0"
"J","452.0","Drakeford, Amanda Kay","9.0","19.0","19.0","8.0","10.0","6.0","2.0","4.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","3.0","80.0"
"J","452.0","Gallicano, Tiffany Derville","1.0","20.0","20.0","30.0","18.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","92.0"
"J","452.0","Kuttis, Kathryn Aileen","0.0","3.0","41.0","84.0","70.0","23.0","1.0","3.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","4.0","227.0"
"J","452.0","Matthews, Kelli Irene","1.0","7.0","9.0","9.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0"
"J","452.0","Mitchell, John Charles","2.0","16.0","22.0","27.0","21.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97.0"
"J","452.0","Munther, Courtney Christine Hunt","0.0","17.0","30.0","19.0","22.0","9.0","0.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","101.0"
"J","452.0","Parker, Margaret Penniman","0.0","0.0","4.0","4.0","4.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.0"
"J","452.0","Shafer, Autumn Starr","2.0","6.0","4.0","6.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0"
"J","452.0","Taylor, Rebecca N","0.0","1.0","4.0","3.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0"
"J","452.0","Thier, Kathryn Abigail","1.0","18.0","34.0","26.0","16.0","2.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","102.0"
"J","453.0","Curtin, Patricia Ann","0.0","20.0","12.0","17.0","31.0","6.0","4.0","8.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","99.0"
"J","453.0","Gallicano, Tiffany Derville","1.0","13.0","30.0","6.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","57.0"
"J","453.0","Honda, Laurie Phillips","0.0","6.0","39.0","52.0","56.0","23.0","15.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","205.0"
"J","453.0","Klyueva, Anna V","1.0","18.0","15.0","18.0","11.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.0"
"J","453.0","Lee, Tae Ho ","2.0","41.0","32.0","13.0","1.0","1.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","94.0"
"J","453.0","Matthews, Kelli Irene","0.0","20.0","70.0","69.0","72.0","16.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","252.0"
"J","453.0","Mundy, Dean Edward","0.0","30.0","22.0","35.0","33.0","10.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","133.0"
"J","453.0","Remund, David Lee","0.0","16.0","23.0","5.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0"
"J","453.0","Shafer, Autumn Starr","5.0","23.0","33.0","19.0","12.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","96.0"
"J","453.0","Smith, Hollie Marie","0.0","10.0","13.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0"
"J","454.0","Ames Dionisio, Wendy Marie","0.0","18.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0"
"J","454.0","Brett, Kevin Myers","0.0","16.0","9.0","5.0","7.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0"
"J","454.0","Chandler, Constance Suzanne","22.0","16.0","24.0","8.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","78.0"
"J","454.0","Del Rosso, Teressa Leigh","0.0","2.0","9.0","5.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0"
"J","454.0","Jenness, Andrew Mark","6.0","26.0","8.0","2.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","46.0"
"J","454.0","Kuttis, Kathryn Aileen","0.0","10.0","38.0","38.0","32.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0"
"J","454.0","Matthews, Kelli Irene","0.0","6.0","14.0","5.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0"
"J","454.0","Milne, Marilyn Jean","0.0","2.0","3.0","2.0","6.0","4.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0"
"J","454.0","Mitchell, John Charles","2.0","27.0","59.0","29.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","119.0"
"J","454.0","Parker, Margaret Penniman","4.0","11.0","66.0","36.0","22.0","11.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","153.0"
"J","454.0","Pryor, Chris ","14.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0"
"J","454.0","Robertson, Lance Ford","0.0","8.0","37.0","16.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","70.0"
"J","456.0","Morrison, Deborah Kauffroth","30.0","24.0","47.0","53.0","36.0","17.0","9.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","223.0"
"J","457.0","Koranda, David Edward","0.0","193.0","197.0","86.0","40.0","14.0","3.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","535.0"
"J","458.0","Anderson, Shannon Matthew","16.0","113.0","160.0","88.0","76.0","17.0","4.0","6.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","11.0","483.0"
"J","458.0","Elias, Troy Rawle Clive","8.0","13.0","5.0","8.0","8.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0","46.0"
"J","458.0","McDonnell, Thomas Edward","2.0","7.0","13.0","31.0","41.0","40.0","21.0","4.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","8.0","163.0"
"J","458.0","Stadler, Christopher James","6.0","7.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","17.0"
"J","459.0","McDonnell, Thomas Edward","0.0","5.0","7.0","7.0","5.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0"
"J","459.0","Morrison, Deborah Kauffroth","3.0","33.0","24.0","9.0","4.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","76.0"
"J","459.0","Rickert, Robert Allen","0.0","10.0","10.0","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0"
"J","460.0","Allen, David Geoffrey","1.0","28.0","31.0","61.0","29.0","2.0","1.0","5.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","159.0"
"J","460.0","Anderson, Shannon Matthew","1.0","32.0","43.0","18.0","13.0","2.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","113.0"
"J","460.0","Asbury, Steven Bradford","0.0","17.0","45.0","35.0","15.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","115.0"
"J","460.0","Chavez, Christopher Anthony","2.0","19.0","55.0","96.0","69.0","46.0","13.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","6.0","302.0"
"J","460.0","Elias, Troy Rawle Clive","5.0","28.0","93.0","105.0","112.0","30.0","15.0","16.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","406.0"
"J","460.0","Ewald, David ","3.0","12.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0"
"J","460.0","Gangadharbatla, Harshavardhan S","1.0","8.0","14.0","7.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","36.0"
"J","460.0","Gorham, Suzanne Michelle","16.0","54.0","52.0","21.0","9.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","157.0"
"J","460.0","Koranda, David Edward","0.0","10.0","11.0","7.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0"
"J","460.0","Markowitz, David Matthew","0.0","0.0","4.0","2.0","5.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"J","460.0","McDonnell, Thomas Edward","12.0","28.0","8.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0"
"J","460.0","Morrison, Deborah Kauffroth","22.0","95.0","129.0","45.0","47.0","14.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","356.0"
"J","460.0","Ofori-Parku, Sylvester Justice Senyo","1.0","10.0","9.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","26.0"
"J","460.0","Polter, Philip Ivan","0.0","5.0","22.0","14.0","67.0","7.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","120.0"
"J","460.0","Rickert, Robert Allen","31.0","187.0","151.0","47.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","10.0","428.0"
"J","460.0","Ryan, William E","12.0","29.0","1.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0"
"J","460.0","Sheehan, Kim Bartel","1.0","72.0","48.0","21.0","51.0","12.0","8.0","5.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","221.0"
"J","460.0","Stadler, Christopher James","0.0","18.0","17.0","17.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","59.0"
"J","460.0","Swangard, Paul Michael","0.0","13.0","22.0","8.0","9.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","56.0"
"J","460.0","Thornton, Brandon Jamal","0.0","8.0","12.0","4.0","9.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","34.0"
"J","460.0","York, Carson David","7.0","12.0","18.0","0.0","4.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","43.0"
"J","461.0","Russial, John ","5.0","31.0","29.0","24.0","18.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","113.0"
"J","462.0","Butler, Charles Joseph","0.0","2.0","4.0","5.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.0"
"J","462.0","Eichner, Matthew Aaron","1.0","6.0","3.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","14.0"
"J","462.0","Force, Rebecca ","0.0","15.0","31.0","22.0","19.0","5.0","5.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","9.0","101.0"
"J","462.0","Laufer, Peter David","0.0","10.0","25.0","14.0","5.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","61.0"
